Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
maximizeWindow(),Chrome 107.0.0.0,,,2022-11-03 22:43:19,2022-11-03 22:43:19,0.141s,PASSED
"setText(findTestObject(""loginElement/fieldUsername""), ""sa"")",Chrome 107.0.0.0,,,2022-11-03 22:43:19,2022-11-03 22:43:20,0.862s,PASSED
"setText(findTestObject(""loginElement/fieldPassword""), ""qwerty@123"")",Chrome 107.0.0.0,,,2022-11-03 22:43:20,2022-11-03 22:43:20,0.776s,PASSED
"click(findTestObject(""loginElement/btnMasuk""))",Chrome 107.0.0.0,,,2022-11-03 22:43:20,2022-11-03 22:43:21,0.574s,PASSED
"waitForElementClickable(findTestObject(""masterCabang/btnCollapseMasterData""), 0)",Chrome 107.0.0.0,,,2022-11-03 22:43:21,2022-11-03 22:43:23,2.051s,PASSED
"click(findTestObject(""manajemenRole/btnManajemenRole""))",Chrome 107.0.0.0,,,2022-11-03 22:43:23,2022-11-03 22:43:23,0.559s,PASSED
"click(findTestObject(""manajemenRole/btnTambahRole""))",Chrome 107.0.0.0,,,2022-11-03 22:43:23,2022-11-03 22:43:24,0.626s,PASSED
"setText(findTestObject(""manajemenRole/fieldIdRole""), ""bagEmp"")",Chrome 107.0.0.0,,,2022-11-03 22:43:24,2022-11-03 22:43:25,1.044s,PASSED
"setText(findTestObject(""manajemenRole/fieldNamaRole""), ""bagEmp"")",Chrome 107.0.0.0,,,2022-11-03 22:43:25,2022-11-03 22:43:26,0.845s,PASSED
"click(findTestObject(""manajemenRole/btnSimpanRole""))",Chrome 107.0.0.0,,,2022-11-03 22:43:26,2022-11-03 22:43:26,0.377s,PASSED
delay(3),Chrome 107.0.0.0,,,2022-11-03 22:43:26,2022-11-03 22:43:29,3.019s,PASSED
closeBrowser(),Chrome 107.0.0.0,,,2022-11-03 22:43:29,2022-11-03 22:43:30,0.853s,PASSED
,,,,,,,
Test Cases/crudRole/successCreateEquipment,Chrome 107.0.0.0,,,2022-11-03 22:43:30,2022-11-03 22:43:45,15.103s,PASSED
"openBrowser(""http://staging.radyalabs.id:7008/"")",Chrome 107.0.0.0,,,2022-11-03 22:43:30,2022-11-03 22:43:33,2.816s,PASSED
maximizeWindow(),Chrome 107.0.0.0,,,2022-11-03 22:43:33,2022-11-03 22:43:33,0.140s,PASSED
"setText(findTestObject(""loginElement/fieldUsername""), ""sa"")",Chrome 107.0.0.0,,,2022-11-03 22:43:33,2022-11-03 22:43:34,0.952s,PASSED
"setText(findTestObject(""loginElement/fieldPassword""), ""qwerty@123"")",Chrome 107.0.0.0,,,2022-11-03 22:43:34,2022-11-03 22:43:35,0.880s,PASSED
"click(findTestObject(""loginElement/btnMasuk""))",Chrome 107.0.0.0,,,2022-11-03 22:43:35,2022-11-03 22:43:36,0.357s,PASSED
"waitForElementClickable(findTestObject(""masterCabang/btnCollapseMasterData""), 0)",Chrome 107.0.0.0,,,2022-11-03 22:43:36,2022-11-03 22:43:37,1.806s,PASSED
"click(findTestObject(""manajemenRole/btnManajemenRole""))",Chrome 107.0.0.0,,,2022-11-03 22:43:37,2022-11-03 22:43:38,0.709s,PASSED
"click(findTestObject(""manajemenRole/btnTambahRole""))",Chrome 107.0.0.0,,,2022-11-03 22:43:38,2022-11-03 22:43:39,0.588s,PASSED
"setText(findTestObject(""manajemenRole/fieldIdRole""), ""bagEqu"")",Chrome 107.0.0.0,,,2022-11-03 22:43:39,2022-11-03 22:43:40,1.111s,PASSED
"setText(findTestObject(""manajemenRole/fieldNamaRole""), ""bagEqu"")",Chrome 107.0.0.0,,,2022-11-03 22:43:40,2022-11-03 22:43:41,0.709s,PASSED
"click(findTestObject(""manajemenRole/checkEquipment""))",Chrome 107.0.0.0,,,2022-11-03 22:43:41,2022-11-03 22:43:41,0.370s,PASSED
"click(findTestObject(""manajemenRole/btnSimpanRole""))",Chrome 107.0.0.0,,,2022-11-03 22:43:41,2022-11-03 22:43:41,0.526s,PASSED
delay(3),Chrome 107.0.0.0,,,2022-11-03 22:43:41,2022-11-03 22:43:44,3.020s,PASSED
closeBrowser(),Chrome 107.0.0.0,,,2022-11-03 22:43:44,2022-11-03 22:43:45,0.879s,PASSED
,,,,,,,
Test Cases/crudRole/successCreateFacility,Chrome 107.0.0.0,,,2022-11-03 22:43:45,2022-11-03 22:44:00,15.004s,PASSED
"openBrowser(""http://staging.radyalabs.id:7008/"")",Chrome 107.0.0.0,,,2022-11-03 22:43:46,2022-11-03 22:43:48,2.793s,PASSED
maximizeWindow(),Chrome 107.0.0.0,,,2022-11-03 22:43:48,2022-11-03 22:43:49,0.302s,PASSED
"setText(findTestObject(""loginElement/fieldUsername""), ""sa"")",Chrome 107.0.0.0,,,2022-11-03 22:43:49,2022-11-03 22:43:49,0.763s,PASSED
"setText(findTestObject(""loginElement/fieldPassword""), ""qwerty@123"")",Chrome 107.0.0.0,,,2022-11-03 22:43:49,2022-11-03 22:43:50,0.665s,PASSED
"click(findTestObject(""loginElement/btnMasuk""))",Chrome 107.0.0.0,,,2022-11-03 22:43:50,2022-11-03 22:43:51,0.480s,PASSED
"waitForElementClickable(findTestObject(""masterCabang/btnCollapseMasterData""), 0)",Chrome 107.0.0.0,,,2022-11-03 22:43:51,2022-11-03 22:43:53,1.961s,PASSED
"click(findTestObject(""manajemenRole/btnManajemenRole""))",Chrome 107.0.0.0,,,2022-11-03 22:43:53,2022-11-03 22:43:53,0.507s,PASSED
"click(findTestObject(""manajemenRole/btnTambahRole""))",Chrome 107.0.0.0,,,2022-11-03 22:43:53,2022-11-03 22:43:54,0.594s,PASSED
"setText(findTestObject(""manajemenRole/fieldIdRole""), ""bagFacc"")",Chrome 107.0.0.0,,,2022-11-03 22:43:54,2022-11-03 22:43:55,1.042s,PASSED
"setText(findTestObject(""manajemenRole/fieldNamaRole""), ""bagFacc"")",Chrome 107.0.0.0,,,2022-11-03 22:43:55,2022-11-03 22:43:55,0.755s,PASSED
"click(findTestObject(""manajemenRole/checkFacility""))",Chrome 107.0.0.0,,,2022-11-03 22:43:55,2022-11-03 22:43:56,0.397s,PASSED
"click(findTestObject(""manajemenRole/btnSimpanRole""))",Chrome 107.0.0.0,,,2022-11-03 22:43:56,2022-11-03 22:43:56,0.499s,PASSED
delay(3),Chrome 107.0.0.0,,,2022-11-03 22:43:56,2022-11-03 22:43:59,3.018s,PASSED
closeBrowser(),Chrome 107.0.0.0,,,2022-11-03 22:43:59,2022-11-03 22:44:00,0.985s,PASSED
,,,,,,,
Test Cases/crudRole/successCreateSelisih,Chrome 107.0.0.0,,,2022-11-03 22:44:00,2022-11-03 22:44:17,17.019s,PASSED
"openBrowser(""http://staging.radyalabs.id:7008/"")",Chrome 107.0.0.0,,,2022-11-03 22:44:01,2022-11-03 22:44:05,3.726s,PASSED
maximizeWindow(),Chrome 107.0.0.0,,,2022-11-03 22:44:05,2022-11-03 22:44:05,0.166s,PASSED
"setText(findTestObject(""loginElement/fieldUsername""), ""sa"")",Chrome 107.0.0.0,,,2022-11-03 22:44:05,2022-11-03 22:44:06,1.004s,PASSED
"setText(findTestObject(""loginElement/fieldPassword""), ""qwerty@123"")",Chrome 107.0.0.0,,,2022-11-03 22:44:06,2022-11-03 22:44:06,0.734s,PASSED
"click(findTestObject(""loginElement/btnMasuk""))",Chrome 107.0.0.0,,,2022-11-03 22:44:06,2022-11-03 22:44:07,0.435s,PASSED
"waitForElementClickable(findTestObject(""masterCabang/btnCollapseMasterData""), 0)",Chrome 107.0.0.0,,,2022-11-03 22:44:07,2022-11-03 22:44:09,2.222s,PASSED
"click(findTestObject(""manajemenRole/btnManajemenRole""))",Chrome 107.0.0.0,,,2022-11-03 22:44:09,2022-11-03 22:44:10,0.662s,PASSED
"click(findTestObject(""manajemenRole/btnTambahRole""))",Chrome 107.0.0.0,,,2022-11-03 22:44:10,2022-11-03 22:44:10,0.663s,PASSED
"setText(findTestObject(""manajemenRole/fieldIdRole""), ""bagSeli"")",Chrome 107.0.0.0,,,2022-11-03 22:44:10,2022-11-03 22:44:12,1.088s,PASSED
"setText(findTestObject(""manajemenRole/fieldNamaRole""), ""bagSeli"")",Chrome 107.0.0.0,,,2022-11-03 22:44:12,2022-11-03 22:44:12,0.854s,PASSED
"click(findTestObject(""manajemenRole/checkSelisih""))",Chrome 107.0.0.0,,,2022-11-03 22:44:12,2022-11-03 22:44:13,0.547s,PASSED
"click(findTestObject(""manajemenRole/btnSimpanRole""))",Chrome 107.0.0.0,,,2022-11-03 22:44:13,2022-11-03 22:44:13,0.533s,PASSED
delay(3),Chrome 107.0.0.0,,,2022-11-03 22:44:13,2022-11-03 22:44:16,3.016s,PASSED
closeBrowser(),Chrome 107.0.0.0,,,2022-11-03 22:44:16,2022-11-03 22:44:17,0.887s,PASSED
